clusterName,markerGene,score
227,B3GLCT,0.4891304347826087
227,GPR149,0.4891304347826087
227,SV2B,0.4891304347826087
228,GDA,0.24671052631578946
228,SMOC2,0.24671052631578946
229,CASZ1,0.28936170212765955
229,FOXP2,0.28936170212765955
229,WIPF3,0.28936170212765955
229,SPP1,0.28936170212765955
229,ADGRA3,0.28936170212765955
230,CDH9,0.10105092966855295
230,SAMD5,0.10105092966855295
230,CFAP43,0.10105092966855295
230,TACR1,0.10105092966855295
231,SAMD5,0.37830144965909845
231,CDH9,0.37830144965909845
231,CPLX1,0.37830144965909845
232,SLC5A8,0.11614401858304298
232,HTR2A,0.11614401858304298
232,CRY1,0.11614401858304298
232,ARG2,0.11614401858304298
232,PCSK1,0.11614401858304298
233,RBBP8,0.3785900783289817
233,EPB41L4A,0.3785900783289817
233,DOCK2,0.3785900783289817
233,HTR2A,0.3785900783289817
233,ONECUT2,0.3785900783289817
233,PDZRN3,0.3785900783289817
234,PLS1,0.12707948243992606
234,SAMD5,0.12707948243992606
234,MKX,0.12707948243992606
235,NOS1,0.32454361054766734
235,SEL1L3,0.32454361054766734
235,CDH9,0.32454361054766734
235,ITGA9,0.32454361054766734
235,CDH6,0.32454361054766734
235,MAMDC2,0.32454361054766734
236,ILDR2,0.3383458646616541
236,B4GALNT3,0.3383458646616541
236,SAMD5,0.3383458646616541
236,CDH9,0.3383458646616541
237,SCML4,0.16129032258064516
237,ZNF512,0.16129032258064516
238,SLC5A7,0.5875
238,PRIMA1,0.5875
238,THSD4,0.5875
238,TLL2,0.5875
238,B3GLCT,0.5875
239,NOS1,0.4838709677419355
239,SLC5A7,0.4838709677419355
239,HCRTR2,0.4838709677419355
239,GSG1L,0.4838709677419355
241,PDE9A,0.2813299232736573
241,PDZRN3,0.2813299232736573
241,PRIMA1,0.2813299232736573
241,ST3GAL1,0.2813299232736573
242,NR4A2,0.7471264367816092
242,KCNMB4,0.7471264367816092
242,PDE9A,0.7471264367816092
242,CASZ1,0.7471264367816092
243,NOS1,0.6864754098360656
243,SLC5A7,0.6864754098360656
243,ITGA9,0.6864754098360656
244,SLC5A7,0.35398230088495575
244,ST3GAL1,0.35398230088495575
244,PDGFD,0.35398230088495575
244,DACH2,0.35398230088495575
244,CCDC60,0.35398230088495575
245,NOS1,0.6102783725910065
245,SORCS2,0.6102783725910065
245,SLC5A7,0.6102783725910065
245,PDZRN3,0.6102783725910065
246,PMP22,0.826580226904376
247,FOXN2,0.478369384359401
247,HUNK,0.478369384359401
247,NRIP3,0.478369384359401
247,SYT10,0.478369384359401
247,RORB,0.478369384359401
248,THSD4,0.45695364238410596
248,SYTL2,0.45695364238410596
248,PTN,0.45695364238410596
248,ARHGAP28,0.45695364238410596
248,RORB,0.45695364238410596
249,RASSF8,0.27114967462039047
249,NRIP3,0.27114967462039047
249,RORB,0.27114967462039047
249,SLC4A4,0.27114967462039047
249,SYT10,0.27114967462039047
250,TNFRSF19,0.37719298245614036
250,PDGFC,0.37719298245614036
250,HUNK,0.37719298245614036
250,LRRC1,0.37719298245614036
250,PLPP4,0.37719298245614036
250,STARD13,0.37719298245614036
251,ENTPD3,0.3994614003590664
251,PLPP4,0.3994614003590664
251,RORB,0.3994614003590664
252,TNFRSF19,0.4336989032901296
252,TMOD1,0.4336989032901296
252,PDGFC,0.4336989032901296
252,LRRC1,0.4336989032901296
252,SYT10,0.4336989032901296
253,PTN,0.4972677595628415
253,RORB,0.4972677595628415
253,SYT10,0.4972677595628415
253,PRKCQ,0.4972677595628415
254,NRIP3,0.5998389694041868
254,HUNK,0.5998389694041868
254,RORB,0.5998389694041868
255,ITGA8,0.5172413793103449
255,ENOX2,0.5172413793103449
255,GABRA4,0.5172413793103449
255,RORB,0.5172413793103449
255,CDH6,0.5172413793103449
256,ITGA8,0.5926724137931034
256,PRR5L,0.5926724137931034
256,PDZRN3,0.5926724137931034
256,CNIH3,0.5926724137931034
257,ADCYAP1,0.22031539888682747
257,PLCXD2,0.22031539888682747
257,SLITRK4,0.22031539888682747
257,GLIS1,0.22031539888682747
257,SLC27A6,0.22031539888682747
258,HTR1F,0.291497975708502
258,CBLN2,0.291497975708502
258,GALNT14,0.291497975708502
259,CHST8,0.2
259,AHNAK2,0.2
259,ADAMTS2,0.2
259,PLCXD2,0.2
259,CBLN2,0.2
260,VWA5B1,0.6293333333333333
260,SLC5A7,0.6293333333333333
260,PRIMA1,0.6293333333333333
261,NOS1,0.6190476190476191
261,VWA5B1,0.6190476190476191
261,SLC5A7,0.6190476190476191
261,CREB5,0.6190476190476191
262,SLC5A7,0.42735042735042733
262,PRIMA1,0.42735042735042733
262,ITGA8,0.42735042735042733
263,DDC,0.7805907172995781
264,KLHL5,0.5882352941176471
264,CDYL,0.5882352941176471
264,SH3RF1,0.5882352941176471
264,ST18,0.5882352941176471
264,IRS1,0.5882352941176471
265,FKBP9,0.6083086053412463
265,RRAS2,0.6083086053412463
265,RAP2A,0.6083086053412463
266,GATA3,0.5489021956087824
266,ST18,0.5489021956087824
266,RNF220,0.5489021956087824
267,DDC,0.4885057471264368
267,SNCG,0.4885057471264368
267,MSN,0.4885057471264368
267,ST18,0.4885057471264368
268,GATA3,0.5958549222797928
268,CHST8,0.5958549222797928
268,TIAM2,0.5958549222797928
269,BDNF,0.8333333333333334
269,ANXA2,0.8333333333333334
269,SEL1L3,0.8333333333333334
269,CRB1,0.8333333333333334
269,PCP4,0.8333333333333334
